analyze,CAnalyzer3.java,125,133,analyze,CSharpAnalyzer.java,232,240,1.000000
analyze,CAnalyzer3.java,125,133,analyze,Java8analyzer.java,154,162,1.000000
analyze,CAnalyzer3.java,125,133,analyze,JavaAnalyzer3.java,147,155,1.000000
analyze,CAnalyzer4.java,48,60,analyze,CSharpAnalyzer.java,69,81,0.995242
analyze,CAnalyzer4.java,48,60,analyze,Java8analyzer.java,74,86,0.995242
analyze,CAnalyzer4.java,48,60,analyze,JavaAnalyzer3.java,65,77,0.995242
analyze,CAnalyzer4.java,48,60,analyze,JavaAnalyzer4.java,48,61,0.916587
analyze,CAnalyzer4.java,94,158,analyze,JavaAnalyzer4.java,82,143,0.955333
analyze,CAnalyzer4.java,228,241,analyze,JavaAnalyzer4.java,184,197,1.000000
analyze,CAnalyzer4.java,252,353,analyze,JavaAnalyzer4.java,208,308,0.966277
analyze,CSharpAnalyzer.java,69,81,analyze,Java8analyzer.java,74,86,1.000000
analyze,CSharpAnalyzer.java,69,81,analyze,JavaAnalyzer3.java,65,77,1.000000
analyze,CSharpAnalyzer.java,69,81,analyze,JavaAnalyzer4.java,48,61,0.904923
analyze,CSharpAnalyzer.java,232,240,analyze,Java8analyzer.java,154,162,1.000000
analyze,CSharpAnalyzer.java,232,240,analyze,JavaAnalyzer3.java,147,155,1.000000
analyze,CSharpAnalyzer.java,257,270,analyze,JavaAnalyzer3.java,173,184,0.949779
analyze,DescriptiveErrorListener.java,14,22,C,CMyErrorListener.java,16,22,0.966700
analyze,Java8analyzer.java,74,86,analyze,JavaAnalyzer3.java,65,77,1.000000
analyze,Java8analyzer.java,74,86,analyze,JavaAnalyzer4.java,48,61,0.904923
analyze,Java8analyzer.java,95,143,analyze,JavaAnalyzer3.java,86,136,0.921522
analyze,Java8analyzer.java,154,162,analyze,JavaAnalyzer3.java,147,155,1.000000
analyze,Java8analyzer.java,203,260,analyze,JavaAnalyzer3.java,196,249,0.976364
analyze,JavaAnalyzer3.java,65,77,analyze,JavaAnalyzer4.java,48,61,0.904923
analyze,JavaAnalyzer4.java,48,61,evaluate,BigCloneEval3.java,47,62,0.935987
icvolti,CloneJudgement.java,229,253,icvolti,CloneJudgement.java,263,283,0.940851
icvolti,CloneJudgement.java,231,235,icvolti,CloneJudgement.java,298,301,0.908898
icvolti,CloneJudgement.java,265,269,icvolti,CloneJudgement.java,298,301,0.908898
icvolti,CloneJudgement.java,347,352,model,ClonePair.java,21,26,0.942462
evaluate,BigCloneEval.java,92,130,evaluate,BigCloneEval3.java,82,120,1.000000
evaluate,BigCloneEval.java,92,130,evaluate,ScalabilityTest.java,224,262,1.000000
evaluate,BigCloneEval2.java,20,36,evaluate,Evaluator3.java,82,98,0.952602
evaluate,BigCloneEval2.java,20,36,evaluate,ScalabilityTest.java,134,149,0.979464
evaluate,BigCloneEval2.java,20,36,evaluate,ScalabilityTest.java,199,215,0.962419
evaluate,BigCloneEval2.java,20,36,test,CalculateSimirality.java,57,71,0.971473
evaluate,BigCloneEval3.java,82,120,evaluate,ScalabilityTest.java,224,262,1.000000
evaluate,Evaluator2.java,44,51,evaluate,Evaluator2.java,57,63,0.997449
evaluate,Evaluator3.java,82,98,evaluate,ScalabilityTest.java,134,149,0.933039
evaluate,Evaluator3.java,82,98,evaluate,ScalabilityTest.java,199,215,0.917586
evaluate,ScalabilityTest.java,134,149,evaluate,ScalabilityTest.java,199,215,0.967246
evaluate,ScalabilityTest.java,134,149,test,CalculateSimirality.java,57,71,0.969647
evaluate,ScalabilityTest.java,199,215,test,CalculateSimirality.java,57,71,0.959354
