A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testPatternSetExcludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,104,109,104,109,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testPatternSetIncludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,115,120,115,120,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testPatternSetIncludeAndExclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,126,131,126,131,0.506726,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testTwoPatternSets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,137,142,137,142,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testTwoPatternSetsWithExcludes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,148,153,148,153,0.506726,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testPatternSetSlashOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,170,175,170,175,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testFlattenMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,191,196,191,196,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,221,226,221,226,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,245,250,245,250,0.557358,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.550119,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testDefaultExcludesAndUpdate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,213,218,213,218,0.571766,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testRegexpMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,267,273,267,273,0.560847,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testUncompressSource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\TarResourceTest.java,50,54,50,54,0.840264,
testDontAddNewline1,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,86,90,86,90,testContainsRegexp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,42,48,42,48,0.562830,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\PropertyTest.java,85,92,85,92,0.531726,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testNoAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,51,58,51,58,0.649616,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testAppend,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,61,68,61,68,0.649616,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,71,77,71,77,0.649616,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testDeleteRestart,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RecorderTest.java,80,87,80,87,0.649616,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testDefaultMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,112,117,112,117,0.690584,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testCustomMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,120,125,120,125,0.680913,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testTypedMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,128,133,128,133,0.680913,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testGZipResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TarTest.java,179,183,179,183,0.936343,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,getTargetTime,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TouchTest.java,55,61,55,61,0.682308,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testEncoding,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,81,86,81,86,0.518606,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testLogoExtraction,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,93,98,93,98,0.930767,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UntarTest.java,101,105,101,105,0.614523,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testPatternSetExcludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,104,109,104,109,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testPatternSetIncludeOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,115,120,115,120,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testPatternSetIncludeAndExclude,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,126,131,126,131,0.506726,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testTwoPatternSets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,137,142,137,142,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testTwoPatternSetsWithExcludes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,148,153,148,153,0.506726,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testPatternSetSlashOnly,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,170,175,170,175,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testFlattenMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,191,196,191,196,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testGlobMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,221,226,221,226,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testDocumentationClaimsOnCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UnzipTest.java,245,250,245,250,0.557358,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.550119,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testDefaultExcludesAndUpdate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,213,218,213,218,0.571766,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testRegexpMapper,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,267,273,267,273,0.560847,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testUncompressSource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\TarResourceTest.java,50,54,50,54,0.840264,
testDontAddNewline2,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,93,97,93,97,testContainsRegexp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,42,48,42,48,0.562830,
testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,100,108,100,108,testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,111,119,111,119,0.996226,
testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,100,108,100,108,testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,123,131,123,131,0.976588,
testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,100,108,100,108,testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,134,142,134,142,0.972731,
testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,100,108,100,108,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.690210,
testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,100,108,100,108,testFilesOnlyDoesntCauseRecreate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,170,179,170,179,0.920944,
testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,111,119,111,119,testNoPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,123,131,123,131,0.972898,
testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,111,119,111,119,testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ReplaceTest.java,134,142,134,142,0.976416,
testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,111,119,111,119,setUp,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\UpToDateTest.java,40,47,40,47,0.687118,
testPreserveLastModified,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ReplaceRegExpTest.java,111,119,111,119,testFilesOnlyDoesntCauseRecreate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ZipTest.java,170,179,170,179,0.924433,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,1.000000,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\PropertyTest.java,85,92,85,92,0.651576,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testgenericantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,57,66,57,66,0.550347,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,69,83,69,83,0.550347,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testEmptyCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,51,58,51,58,0.521888,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testEmptyDirCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,61,68,61,68,0.538980,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testCopyAndRemove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,85,94,85,94,0.634041,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testCopyAndRemoveEmptyPreserve,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,97,106,97,106,0.631755,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testCopyNoRemove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,123,130,123,130,0.551785,
testSimple,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,55,66,55,66,testCopyNoRemoveSelectors,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,133,140,133,140,0.551785,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,test5,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\PropertyTest.java,85,92,85,92,0.651576,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testgenericantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,57,66,57,66,0.550347,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testantfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,69,83,69,83,0.550347,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testEmptyCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,51,58,51,58,0.521888,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testEmptyDirCopy,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,61,68,61,68,0.538980,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testCopyAndRemove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,85,94,85,94,0.634041,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testCopyAndRemoveEmptyPreserve,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,97,106,97,106,0.631755,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testCopyNoRemove,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,123,130,123,130,0.551785,
testNestedByClassName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,89,100,89,100,testCopyNoRemoveSelectors,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SyncTest.java,133,140,133,140,0.551785,
testDoubleDef,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,116,121,116,121,testMultipleTargets,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\SubAntTest.java,86,92,86,92,0.938981,
testDoubleDef,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,116,121,116,121,testOverride,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\TaskdefTest.java,112,121,112,121,0.989873,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testFail,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ParallelTest.java,136,143,136,143,0.536201,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testDefaultBadClass,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\RmicAdvancedTest.java,231,240,231,240,0.585186,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testCannotSetRefidThenIncludesfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\AbstractFileSetTest.java,94,99,94,99,0.531628,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testCannotSetRefidThenExcludesfile,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\AbstractFileSetTest.java,110,115,110,115,0.531628,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testCannotSetRefidThenDir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\AbstractFileSetTest.java,118,123,118,123,0.522150,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testEmptyElementSetDirThenRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,56,61,56,61,0.639491,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testEmptyElementSetRefidThenDir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,80,85,80,85,0.639491,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testCircularReferenceCheckDir,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,88,94,88,94,0.594235,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testCircularReferenceCheckFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\FileListTest.java,97,103,97,103,0.593750,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testEmptyElementSetRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\PathTest.java,429,434,429,434,0.526516,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testEmptyElementAddFileResourceThenRefid,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,68,73,68,73,0.564045,
testUseSrcAndEncodingFailure,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,148,154,148,154,testEmptyElementAddRefidThenFileResource,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\ResourceListTest.java,76,81,76,81,0.564045,
testGetProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,113,137,113,137,testCheckoutFileFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,220,246,220,246,0.808340,
testCheckinFileFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,151,178,151,178,testCheckoutFileFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,220,246,220,246,0.700268,
testCheckinProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,182,206,182,206,testCheckoutFileFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,220,246,220,246,0.699383,
testCheckinProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,182,206,182,206,testCheckoutProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,250,273,250,273,0.724839,
testCheckinProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,182,206,182,206,testLabelFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,287,309,287,309,0.703286,
testCheckoutProjectFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,250,273,250,273,testLabelFlags,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,287,309,287,309,0.703338,
testMultiUploadAndDownload - for,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ssh\ScpTest.java,135,141,135,141,testEqualsUsesFiles,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,126,130,126,130,0.580895,
testMultiUploadAndDownload - for,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ssh\ScpTest.java,135,141,135,141,testEqualsUsesRelativeNames,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\resources\FileResourceTest.java,133,137,133,137,0.579786,
testSystemId,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\optional\TraXLiaisonTest.java,158,168,158,168,testGetSystemId,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\JAXPUtilsTest.java,34,44,34,44,1.000000,
